product_type,product_title,product_url,product_images,image_count,product_dimensions
sofa,"Sofa-Cum-Bed | 3-Seater Convertible Couch with Armrest | Modern Fabric Sofa for Living Room, Bedroom & Office-Grey",https://www.amazon.in/Deco-Studio-Sofa-Cum-Bed-3-Seater-Convertible-Office-Grey/dp/B0GRGML7JV/ref=sr_1_5?crid=A97NHP0QIIMI&dib=eyJ2IjoiMSJ9.fkyD-2LFT-3l8JT0Gpz7QrCZ5V_EZDLIGYgw44rRwG9B65DhIg9fGtThvs9zZWGwP1Yyo3bDBTUvDqTNJAOEDHyULXgAe7DnBEfem82_jyojc8-RFpIWDmBt9yBAbfS_tZMEw9AhopwLWR49b8SDljiUuiCaboIWM_G1orvfcSqjSI_0i5VTcCpWww3FbfmJuLT8GIer5kpHlUiICyfW5aOU0x5VB31sKFUxyhU68vb4FJ7kaJwZ6EDJlZ2nNK3kgIh5QtDImn-yr_gNH4_ofCy2sPnxVzq7AoSiJ5cqLM4.dIuxg-kquCuzoutags1VKaldUWmSExURCDBa0qfmLLE&dib_tag=se&keywords=sofa&qid=1776176238&sprefix=sofa%2Caps%2C382&sr=8-5&th=1,https://m.media-amazon.com/images/I/71JYNL-RbHL._SX569_.jpg,1,
